Class,count of spam words,count of function words,count of HTML anchors,count of all tags,count of all tags not anchor,count of image tags,count of alphanumeric,count of duplicate words,min word length,count of lower case,longest capitalized word,count of lines,count of digits,count of whitespaces,count of uppercase chars,count of all chars,count of tabs,count of specials,count of alpha chars,count of words,average word lt,count of words whose lt is greater than 6,count of words whose lt is lesser than 3,count of single qoutes,count of commas,count of periods,count of semicolon,count of question marks,count of multiple question marks,count of exclamation,count of multiple exclamation,count of colons,count of ellipses,count of sentences,count of paras,avg number of sentences per para,avg no of words per para,avg no of chars per para,avg no of words per sentence,no of sentences beginning with caps,no of sentences beginning with lower,frequency of $,count of capitalized words,count of all caps,count of digit words,words with only letters,only single letter words,only single digit words,single chars,max ratio of uppercase letters to lowercase letters of each word.,Max of ratio of uppercase letters to all characters of each word,max ratio of digits to all chars in a word,Max of ratio of non-alphanumeric characters to all characters of each word,Max of the longest repeating character,Max of the character lengths of words,minimum char diversity
0,0,4,0,0,0,0,292,0,3,243,3,12,30,28,19,390,0,70,262,33,11.818181818181818,19,12,0,4,7,0,1,0,1,0,5,8,3,3,1.0,11.0,130.0,11.0,2,0,3,10,1,0,18,2,0,0,0.07818930041152264,2.9148936170212765,0.07692307692307693,0.2512820512820513,3,94,1.893617021276596
0,0,3,0,0,0,0,124,0,3,84,3,7,29,12,11,162,0,26,95,15,10.8,7,1,0,2,3,0,0,0,0,0,6,0,1,2,0.5,7.5,81.0,15.0,1,0,0,5,3,0,10,0,0,0,0.13095238095238096,6.285714285714286,0.17901234567901234,0.2345679012345679,3,47,1.5744680851063828
0,0,7,0,0,0,0,181,0,4,142,3,8,29,24,10,236,0,31,152,27,8.74074074074074,12,6,0,2,3,0,0,0,0,0,7,0,1,2,0.5,13.5,118.0,27.0,1,0,0,5,2,0,18,1,0,0,0.07042253521126761,10.0,0.1228813559322034,0.2330508474576271,3,47,1.9361702127659575
0,1,12,0,0,0,0,204,0,3,166,3,9,29,30,9,265,0,31,175,33,8.030303030303031,14,10,0,2,3,0,0,0,0,0,7,0,1,2,0.5,16.5,132.5,33.0,1,0,0,4,2,0,25,0,0,0,0.05421686746987952,7.0,0.10943396226415095,0.23018867924528302,3,47,2.0638297872340425
0,0,11,0,0,0,0,178,0,2,137,3,8,29,24,12,234,0,32,149,27,8.666666666666666,10,9,0,2,3,0,0,0,0,0,7,0,1,2,0.5,13.5,117.0,27.0,1,0,0,4,3,0,18,0,0,0,0.08759124087591241,7.111111111111111,0.12393162393162394,0.23931623931623933,3,47,1.9574468085106382
0,0,5,0,0,0,0,204,0,3,166,3,9,29,26,9,265,0,35,175,29,9.137931034482758,16,7,1,4,3,0,0,0,0,0,7,0,1,2,0.5,14.5,132.5,29.0,1,0,0,4,2,0,18,2,0,0,0.05421686746987952,7.0,0.10943396226415095,0.23018867924528302,3,47,2.0638297872340425
0,0,8,0,0,0,0,151,0,4,128,3,8,16,22,7,195,0,22,135,25,7.8,9,6,1,3,2,0,0,0,0,0,3,0,1,2,0.5,12.5,97.5,25.0,1,0,0,5,1,1,19,0,0,0,0.0546875,6.5,0.08205128205128205,0.22564102564102564,3,48,1.6875
0,0,7,0,0,0,0,160,0,4,138,3,8,12,22,10,203,0,21,148,25,8.12,10,5,0,3,2,0,0,0,0,0,3,0,1,2,0.5,12.5,101.5,25.0,1,0,0,8,1,0,21,1,0,0,0.07246376811594203,7.142857142857143,0.059113300492610835,0.21182266009852216,3,48,1.6666666666666667
0,0,7,0,0,0,0,144,0,3,125,3,8,12,20,7,184,0,20,132,23,8.0,9,5,0,2,2,0,0,0,0,0,3,0,1,2,0.5,11.5,92.0,23.0,1,0,0,5,2,0,20,1,0,0,0.056,9.0,0.06521739130434782,0.21739130434782608,3,48,1.6041666666666667
0,0,6,0,0,0,0,154,0,4,136,3,8,12,23,6,199,0,22,142,26,7.653846153846154,10,8,0,2,2,0,0,0,0,0,3,0,1,2,0.5,13.0,99.5,26.0,1,0,0,4,1,0,21,0,0,2,0.04411764705882353,7.428571428571429,0.06030150753768844,0.22613065326633167,3,48,1.7083333333333335
0,1,55,0,1,1,0,699,20,3,643,3,35,30,145,26,1015,1,170,669,156,6.506410256410256,56,70,7,9,21,1,1,0,0,0,4,1,6,6,1.0,26.0,169.16666666666666,26.0,4,0,0,21,3,1,99,5,1,19,0.04043545878693624,6.903846153846153,0.029556650246305417,0.31133004926108376,47,52,6.723404255319149
0,0,51,0,2,2,0,601,21,2,515,3,28,20,142,66,877,1,133,581,153,5.73202614379085,41,73,2,4,12,0,0,0,0,0,7,1,4,5,0.8,30.6,175.4,38.25,4,0,0,36,13,3,108,9,2,15,0.12815533980582525,6.134615384615384,0.02280501710376283,0.314709236031927,47,52,5.872340425531915
0,0,35,0,0,0,0,613,0,3,590,3,22,1,146,22,836,0,77,612,109,7.669724770642202,40,46,2,3,14,0,0,0,0,0,5,4,8,4,2.0,27.25,209.0,13.625,6,2,0,20,1,0,80,4,0,5,0.03728813559322034,12.631578947368421,0.0011961722488038277,0.26674641148325356,24,61,4.475409836065573
0,1,63,0,0,0,0,802,8,2,770,3,30,10,151,22,1055,0,102,792,162,6.512345679012346,53,67,5,9,21,0,0,0,0,0,6,2,8,6,1.3333333333333333,27.0,175.83333333333334,20.25,6,1,0,20,1,0,117,4,0,6,0.02857142857142857,14.210526315789474,0.009478672985781991,0.23981042654028437,3,41,6.975609756097561
0,0,34,0,0,0,0,457,2,2,423,2,21,10,90,24,660,0,113,447,102,6.470588235294118,30,45,2,5,15,0,0,0,0,0,4,0,8,3,2.6666666666666665,34.0,220.0,12.75,8,0,0,21,8,2,71,11,0,5,0.05673758865248227,5.534883720930233,0.015151515151515152,0.30757575757575756,47,47,4.319148936170213
0,3,361,0,0,0,0,3548,223,2,3364,4,127,40,834,144,4740,0,358,3508,775,6.116129032258065,237,298,8,19,43,0,0,0,2,0,5,2,37,9,4.111111111111111,86.11111111111111,526.6666666666666,20.945945945945947,32,0,3,84,17,5,690,15,1,2,0.04280618311533888,36.87878787878788,0.008438818565400843,0.2514767932489452,69,72,16.555555555555557
0,2,136,0,0,0,0,1615,51,2,1485,3,52,46,286,84,2152,0,251,1569,325,6.621538461538462,113,113,5,11,24,0,1,0,2,0,6,0,17,7,2.4285714285714284,46.42857142857143,307.42857142857144,19.11764705882353,13,2,0,62,2,5,269,7,2,3,0.05656565656565657,17.03030303030303,0.02137546468401487,0.24953531598513012,69,72,7.458333333333333
0,0,37,0,0,0,0,457,0,2,414,3,21,22,68,21,611,0,86,435,81,7.54320987654321,23,38,5,3,13,0,2,0,0,0,6,5,5,5,1.0,16.2,122.2,16.2,1,2,0,10,1,0,49,2,0,2,0.050724637681159424,9.0,0.03600654664484452,0.2520458265139116,3,114,2.1754385964912277
0,2,283,0,0,0,0,3623,128,2,3477,4,87,24,601,122,4583,0,359,3599,672,6.819940476190476,294,242,10,52,44,0,0,0,3,0,6,0,29,9,3.2222222222222223,74.66666666666667,509.22222222222223,23.17241379310345,23,2,0,96,1,2,559,9,0,0,0.03508771929824561,29.848484848484848,0.005236744490508401,0.20946977962033603,69,72,13.333333333333334
0,1,132,0,0,0,0,1749,55,2,1647,4,51,24,292,78,2303,0,262,1725,328,7.021341463414634,143,109,5,24,25,0,0,0,3,0,5,0,19,8,2.375,41.0,287.875,17.263157894736842,13,2,0,56,1,1,268,4,0,0,0.04735883424408015,17.545454545454547,0.010421189752496743,0.24055579678679984,69,72,7.694444444444445
0,2,38,0,0,0,0,755,16,2,715,2,36,16,262,24,1333,0,316,739,115,11.591304347826087,45,39,1,3,22,0,1,0,0,0,7,0,7,6,1.1666666666666667,19.166666666666668,222.16666666666666,16.428571428571427,3,2,0,17,3,0,75,1,0,1,0.033566433566433566,10.031746031746032,0.012003000750187547,0.43360840210052515,76,76,7.605263157894737
0,3,270,0,0,0,0,3296,108,2,3098,9,81,37,593,161,4241,0,352,3259,660,6.425757575757576,254,253,16,44,41,0,1,0,2,0,6,2,27,6,4.5,110.0,706.8333333333334,24.444444444444443,25,1,1,129,8,3,547,6,1,5,0.05196901226597805,29.393939393939394,0.008724357462862532,0.22282480547040792,69,72,13.125
0,1,102,0,0,0,0,1373,37,3,1298,4,46,19,223,56,1840,0,244,1354,254,7.244094488188976,108,83,1,17,18,5,0,0,3,0,5,2,12,8,1.5,31.75,230.0,21.166666666666668,8,2,0,37,0,1,207,6,0,0,0.04314329738058552,14.90909090909091,0.010326086956521738,0.25380434782608696,69,72,6.486111111111111
0,2,108,0,0,0,0,1449,38,3,1357,3,44,13,239,79,1912,0,224,1436,270,7.0814814814814815,103,95,1,12,19,0,1,0,2,0,7,0,16,6,2.6666666666666665,45.0,318.6666666666667,16.875,15,1,0,57,3,1,227,8,0,0,0.05821665438467207,14.787878787878789,0.006799163179916318,0.24215481171548117,69,72,6.430555555555555
0,4,112,0,0,0,0,1350,42,3,1268,3,41,12,237,70,1824,0,237,1338,265,6.8830188679245285,106,95,9,8,21,0,0,0,2,0,6,0,15,6,2.5,44.166666666666664,304.0,17.666666666666668,15,0,0,47,0,2,211,5,1,3,0.055205047318611984,15.121212121212121,0.006578947368421052,0.2598684210526316,69,72,6.583333333333333
0,1,46,0,0,0,0,818,21,3,695,11,36,19,133,104,1240,0,289,799,146,8.493150684931507,55,52,2,3,12,0,0,0,3,0,5,0,8,8,1.0,18.25,155.0,18.25,5,3,0,31,14,1,121,9,0,0,0.14964028776978416,13.545454545454545,0.01532258064516129,0.3403225806451613,69,72,5.861111111111111
0,1,43,0,1,1,0,588,0,2,533,3,32,29,99,26,822,0,135,559,117,7.0256410256410255,33,60,6,4,16,0,2,0,0,0,8,5,5,6,0.8333333333333334,19.5,137.0,23.4,2,0,0,14,1,0,63,4,0,18,0.04878048780487805,13.210526315789474,0.03527980535279805,0.2846715328467153,5,71,4.084507042253521
0,1,137,0,0,0,0,1858,45,2,1827,3,51,0,313,31,2289,0,118,1858,342,6.692982456140351,139,108,6,17,17,0,3,0,0,0,2,2,17,6,2.8333333333333335,57.0,381.5,20.11764705882353,14,2,0,28,8,0,276,12,0,15,0.016967706622879036,108.75,0.0,0.18829183049366535,3,17,26.294117647058822
0,2,120,0,0,0,0,1670,25,2,1512,10,94,20,384,138,2554,0,500,1650,458,5.576419213973799,136,245,2,12,20,0,1,0,4,0,6,0,14,9,1.5555555555555556,50.888888888888886,283.77777777777777,32.714285714285715,5,2,0,68,14,3,264,8,0,139,0.09126984126984126,27.545454545454547,0.007830853563038372,0.346123727486296,69,72,12.277777777777779
0,21,880,67,432,365,7,21513,626,2,18895,23,891,1311,2444,1307,28932,435,4540,20202,2768,10.452312138728324,1190,877,40,204,454,178,11,0,11,0,337,118,128,109,1.1743119266055047,25.394495412844037,265.43119266055044,21.625,108,4,8,798,76,22,2090,42,0,11,0.14864539570758048,338.08333333333337,0.08611155286824633,1.0497035659621203,27,192,21.927083333333336
0,1,25,0,0,0,0,468,5,3,416,4,26,14,69,38,798,0,261,454,77,10.363636363636363,32,20,1,1,67,0,0,0,4,0,9,0,6,7,0.8571428571428571,11.0,114.0,12.833333333333334,3,2,0,15,0,0,49,2,0,0,0.09134615384615384,10.757575757575758,0.017543859649122806,0.41353383458646614,69,72,4.583333333333333
0,0,22,0,1,1,0,433,2,3,381,3,30,20,63,32,564,0,68,413,78,7.230769230769231,30,30,2,1,13,0,0,0,0,0,8,2,5,7,0.7142857142857143,11.142857142857142,80.57142857142857,15.6,4,0,0,24,1,3,54,4,3,0,0.08398950131233596,7.789473684210526,0.03546099290780142,0.2322695035460993,3,41,4.0
0,0,65,0,0,0,0,779,8,2,733,3,31,16,144,30,1033,0,110,763,157,6.579617834394904,52,62,1,8,17,1,1,0,0,0,10,3,6,6,1.0,26.166666666666668,172.16666666666666,26.166666666666668,4,1,0,22,6,0,113,7,0,11,0.040927694406548434,14.263157894736842,0.015488867376573089,0.24588576960309777,5,43,6.697674418604651
0,2,7,0,0,0,0,239,4,3,206,3,19,3,27,30,440,0,174,236,33,13.333333333333334,15,9,0,1,9,0,0,0,2,0,4,0,3,5,0.6,6.6,88.0,11.0,2,1,0,11,0,1,20,0,1,0,0.14563106796116504,6.848484848484849,0.006818181818181818,0.45681818181818185,69,72,2.7916666666666665
0,2,35,0,0,0,0,560,4,2,500,10,32,9,92,51,849,0,197,551,107,7.934579439252336,40,34,2,5,13,0,1,0,2,0,4,0,7,10,0.7,10.7,84.9,15.285714285714286,6,1,0,23,3,3,80,4,1,1,0.102,9.515151515151516,0.01060070671378092,0.3404004711425206,69,72,4.013888888888889
0,2,109,0,0,0,0,1117,28,3,1053,3,44,5,237,59,1584,0,230,1112,259,6.115830115830116,73,112,6,5,19,0,2,0,2,0,4,0,18,9,2.0,28.77777777777778,176.0,14.38888888888889,17,0,0,40,8,2,208,17,1,10,0.0560303893637227,14.90909090909091,0.0031565656565656565,0.2948232323232323,69,72,6.486111111111111
0,2,35,0,0,0,0,545,6,2,499,3,37,3,82,43,865,0,238,542,102,8.480392156862745,39,33,2,3,22,0,0,0,2,0,7,0,6,8,0.75,12.75,108.125,17.0,3,0,0,18,1,1,64,3,1,2,0.08617234468937876,10.454545454545455,0.003468208092485549,0.3699421965317919,69,72,4.444444444444445
0,2,120,0,0,0,0,1455,30,3,1383,3,58,13,274,59,2041,0,312,1442,307,6.648208469055374,91,130,6,6,33,0,2,0,2,0,10,4,18,12,1.5,25.583333333333332,170.08333333333334,17.055555555555557,15,0,0,39,8,3,232,18,1,11,0.04266088214027477,18.515151515151516,0.006369426751592357,0.2871141597256247,69,72,8.13888888888889
0,2,50,0,0,0,0,677,8,3,614,4,32,5,124,58,1014,0,213,672,133,7.62406015037594,49,48,7,2,16,0,0,0,2,0,5,0,9,7,1.2857142857142858,19.0,144.85714285714286,14.777777777777779,7,1,0,34,1,2,98,3,1,2,0.09446254071661238,10.96969696969697,0.004930966469428008,0.3323471400394477,69,72,4.680555555555555
0,2,25,0,0,0,0,463,6,3,405,3,28,3,78,55,743,0,202,460,87,8.540229885057471,33,30,1,2,16,0,1,0,3,0,4,0,11,7,1.5714285714285714,12.428571428571429,106.14285714285714,7.909090909090909,8,2,0,35,0,1,61,1,1,2,0.13580246913580246,9.242424242424242,0.004037685060565276,0.3768506056527591,69,72,3.888888888888889
0,2,237,0,2,2,0,2713,59,2,2615,6,78,19,482,79,3656,0,461,2694,527,6.937381404174573,198,196,5,31,29,0,1,0,2,0,6,10,24,13,1.8461538461538463,40.53846153846154,281.2307692307692,21.958333333333332,22,1,0,46,6,3,425,9,1,1,0.030210325047801148,29.333333333333332,0.005196936542669584,0.25793216630196936,69,72,13.097222222222221
0,2,125,0,0,0,0,1635,68,2,1486,3,51,63,298,86,2200,0,267,1572,334,6.586826347305389,116,111,12,14,24,0,0,0,2,0,6,8,16,7,2.2857142857142856,47.714285714285715,314.2857142857143,20.875,11,1,0,61,4,10,269,3,1,5,0.05787348586810229,17.87878787878788,0.028636363636363637,0.25681818181818183,69,72,7.847222222222222
0,3,203,0,0,0,0,2667,98,2,2379,3,70,170,459,118,3463,0,337,2497,515,6.724271844660194,215,182,7,40,55,0,0,0,2,0,4,16,24,8,3.0,64.375,432.875,21.458333333333332,22,1,0,94,4,4,402,5,1,1,0.049600672551492225,24.87878787878788,0.04909038406006353,0.229858504187121,69,72,11.055555555555555
0,2,326,0,0,0,0,3552,114,2,3391,3,110,32,752,129,4674,0,371,3519,733,6.376534788540246,275,279,7,31,40,0,1,0,2,0,5,2,38,6,6.333333333333333,122.16666666666667,779.0,19.289473684210527,32,0,0,100,2,7,615,20,1,10,0.03805309734513274,34.78787878787879,0.0068463842533162175,0.240265297389816,69,72,15.597222222222221
0,3,205,0,0,0,0,2281,75,2,2163,3,72,24,487,94,3055,0,287,2257,476,6.418067226890757,159,189,8,31,23,0,0,0,2,0,4,2,20,6,3.3333333333333335,79.33333333333333,509.1666666666667,23.8,19,0,0,73,0,5,396,8,1,6,0.04345815996301433,24.21212121212121,0.007855973813420621,0.25335515548281506,69,72,10.75
0,3,548,0,0,0,0,5534,142,2,5323,3,121,25,1051,186,7065,0,480,5509,1157,6.106309420916163,396,488,26,82,60,8,0,0,2,0,7,4,52,8,6.5,144.625,883.125,22.25,50,1,0,157,15,2,952,30,1,14,0.034942701484125496,47.15151515151515,0.003538570417551309,0.21670205237084217,69,72,21.26388888888889
0,3,292,0,0,0,0,2892,113,2,2756,3,72,19,559,117,3750,0,299,2873,618,6.067961165048544,197,245,2,12,36,0,0,0,2,0,10,2,31,7,4.428571428571429,88.28571428571429,535.7142857142857,19.93548387096774,26,1,0,81,4,1,538,21,1,6,0.04245283018867924,26.757575757575758,0.005066666666666666,0.2288,69,72,11.916666666666666
0,3,164,0,0,0,0,1754,41,2,1635,7,75,26,344,93,2398,0,300,1728,381,6.293963254593176,123,142,2,12,31,0,1,0,2,0,6,2,22,22,1.0,17.318181818181817,109.0,17.318181818181817,19,0,0,53,4,2,310,7,1,8,0.05688073394495413,20.272727272727273,0.010842368640533779,0.26855713094245204,69,72,8.944444444444445
0,2,29,0,0,0,0,556,4,3,501,3,29,7,84,48,843,0,203,549,95,8.873684210526315,42,34,1,7,9,0,1,0,2,0,5,0,4,8,0.5,11.875,105.375,23.75,3,0,0,22,0,1,70,2,1,3,0.09580838323353294,9.454545454545455,0.00830367734282325,0.3404507710557533,69,72,3.986111111111111
0,2,179,0,0,0,0,1948,49,2,1841,5,65,18,426,89,2655,0,281,1930,412,6.444174757281553,140,170,1,31,26,4,0,0,2,0,5,0,21,6,3.5,68.66666666666667,442.5,19.61904761904762,18,0,0,63,3,4,332,10,1,0,0.048343291689299295,22.181818181818183,0.006779661016949152,0.26629001883239173,69,72,9.819444444444445
0,2,153,0,0,0,0,1908,108,2,1784,3,92,29,349,95,2655,0,398,1879,384,6.9140625,133,144,8,10,26,0,1,0,2,0,10,2,14,22,0.6363636363636364,17.454545454545453,120.68181818181819,27.428571428571427,13,0,0,68,4,2,302,4,1,8,0.053251121076233185,23.393939393939394,0.010922787193973634,0.28135593220338984,69,72,10.375
0,2,103,0,0,0,0,1119,14,2,1060,4,40,5,212,54,1579,0,248,1114,238,6.6344537815126055,76,86,5,14,16,2,1,0,2,0,3,2,14,6,2.3333333333333335,39.666666666666664,263.1666666666667,17.0,10,0,0,30,4,1,185,5,1,1,0.0509433962264151,14.696969696969697,0.0031665611146295125,0.29132362254591515,69,72,6.388888888888889
0,0,48,0,1,1,0,747,5,2,672,6,32,26,145,49,1037,1,144,721,154,6.733766233766234,48,67,4,6,7,2,1,0,4,0,5,4,7,8,0.875,19.25,129.625,22.0,3,0,2,21,4,2,98,5,0,16,0.07291666666666667,17.823529411764707,0.02507232401157184,0.2796528447444552,5,75,4.635135135135135
0,4,364,0,2,2,0,3258,93,2,3150,4,84,5,727,103,4255,0,270,3253,739,5.7577807848443845,217,283,27,41,35,3,9,1,0,0,6,8,32,14,2.2857142857142856,52.785714285714285,303.92857142857144,23.09375,29,0,0,89,23,1,590,25,0,1,0.0326984126984127,125.5,0.0011750881316098707,0.23431257344300824,5,24,42.5
0,1,71,0,0,0,0,551,8,2,546,1,17,0,124,5,726,0,51,551,134,5.417910447761194,34,63,1,3,13,0,0,0,0,0,0,4,4,2,2.0,67.0,363.0,33.5,3,0,0,5,1,0,109,5,0,10,0.009157509157509158,29.666666666666668,0.0,0.24104683195592286,4,12,15.5
0,1,104,0,2,2,0,1025,16,2,977,4,29,7,217,41,1345,0,103,1018,220,6.113636363636363,75,86,6,6,8,0,1,0,0,0,4,6,8,5,1.6,44.0,269.0,27.5,4,0,0,29,9,1,167,3,1,1,0.04196519959058342,40.875,0.0052044609665427505,0.2379182156133829,5,22,15.318181818181818
0,5,938,0,0,0,0,16004,1130,2,14807,10,374,159,2718,1038,20031,0,1309,15845,2793,7.171858216970999,1368,891,31,203,180,10,0,0,0,0,4,24,130,54,2.4074074074074074,51.72222222222222,370.94444444444446,21.484615384615385,105,8,7,671,123,18,2259,59,1,2,0.07010197879381373,806.1999999999999,0.00793769657031601,0.20103839049473315,73,73,55.16438356164384
0,0,119,0,0,0,0,1183,16,2,1123,4,48,12,253,48,1574,0,138,1171,276,5.702898550724638,82,126,3,13,14,0,2,0,0,0,8,4,14,10,1.4,27.6,157.4,19.714285714285715,10,0,0,39,7,0,218,10,0,16,0.0427426536064114,40.0,0.007623888182973317,0.24841168996188057,21,28,14.75
0,0,14,0,0,0,0,342,10,3,296,10,12,10,59,36,437,0,36,332,67,6.522388059701493,32,25,1,3,6,0,0,0,0,0,3,0,4,1,4.0,67.0,437.0,16.75,2,1,0,13,5,2,47,2,0,8,0.12162162162162163,4.869565217391304,0.02288329519450801,0.21739130434782608,3,23,4.869565217391304
0,4,958,0,0,0,0,16333,1138,2,15102,10,490,168,3252,1063,21528,0,1943,16165,3338,6.449370880766926,1394,1393,34,209,185,10,0,0,0,0,10,24,133,4,33.25,834.5,5382.0,25.097744360902254,70,8,7,689,125,19,2297,60,1,483,0.07038802807575155,5195.0,0.007803790412486065,0.24131363805276848,65,65,79.92307692307692
0,0,22,0,0,0,0,447,15,2,385,3,12,23,102,39,585,0,36,424,102,5.735294117647059,33,39,0,5,7,0,0,0,0,0,3,4,7,3,2.3333333333333335,34.0,195.0,14.571428571428571,7,0,0,27,7,4,78,5,1,4,0.1012987012987013,20.571428571428573,0.039316239316239315,0.2358974358974359,4,15,10.0
0,5,982,0,0,0,0,16527,1158,2,15280,10,436,174,2768,1073,20707,0,1412,16353,2900,7.1403448275862065,1406,930,32,206,189,10,0,0,0,0,9,24,133,100,1.33,29.0,207.07,21.804511278195488,108,8,7,693,127,18,2340,60,1,5,0.07022251308900523,836.8,0.00840295552228715,0.20186410392620852,72,72,58.05555555555556
0,2,95,0,0,0,0,1187,35,2,1080,10,40,12,239,95,1557,0,131,1175,263,5.920152091254753,88,101,4,17,27,2,0,0,1,0,2,3,13,10,1.3,26.3,155.7,20.23076923076923,8,0,0,43,18,2,191,3,0,18,0.08796296296296297,21.444444444444446,0.007707129094412331,0.23763648041104687,10,31,12.67741935483871
0,0,7,0,0,0,0,97,0,3,92,1,9,0,19,5,135,0,19,97,21,6.428571428571429,5,6,1,0,5,0,0,0,1,0,0,2,4,2,2.0,10.5,67.5,5.25,2,0,0,4,0,0,14,0,0,1,0.05434782608695652,10.5,0.0,0.2814814814814815,4,10,4.3999999999999995
0,2,28,0,0,0,0,472,11,3,426,3,29,3,86,43,778,0,220,469,99,7.858585858585859,34,39,2,3,9,5,0,0,2,0,3,11,6,8,0.75,12.375,97.25,16.5,5,0,0,23,1,1,61,3,1,9,0.10093896713615023,10.030303030303031,0.0038560411311053984,0.39331619537275064,69,72,4.25
0,2,72,0,0,0,0,709,10,2,650,4,33,3,145,56,1067,0,213,706,161,6.627329192546584,46,67,9,3,11,2,0,0,3,0,4,2,9,8,1.125,20.125,133.375,17.88888888888889,7,0,0,30,4,1,122,5,1,5,0.08615384615384615,11.606060606060606,0.0028116213683223993,0.33552014995313967,69,72,4.972222222222222
0,2,14,0,0,0,0,373,4,3,296,9,22,11,57,66,613,0,183,362,61,10.049180327868852,26,18,2,1,12,0,0,0,2,0,4,0,3,6,0.5,10.166666666666666,102.16666666666667,20.333333333333332,2,1,0,18,6,2,44,1,1,0,0.22297297297297297,8.03030303030303,0.01794453507340946,0.3915171288743883,69,72,3.3333333333333335
0,2,19,0,0,0,0,394,4,3,315,9,24,5,63,74,636,0,179,389,73,8.712328767123287,27,23,2,2,7,0,0,0,2,0,3,0,4,7,0.5714285714285714,10.428571428571429,90.85714285714286,18.25,3,0,0,23,7,2,53,1,1,3,0.23492063492063492,8.09090909090909,0.007861635220125786,0.3805031446540881,69,72,3.361111111111111
0,2,59,0,0,0,0,561,5,2,533,2,18,8,106,20,719,0,52,553,118,6.093220338983051,34,47,1,3,8,0,3,1,0,0,3,2,5,2,2.5,59.0,359.5,23.6,4,0,0,17,6,0,96,7,0,0,0.0375234521575985,9.210526315789474,0.011126564673157162,0.21974965229485396,4,41,4.658536585365853
0,1,22,0,0,0,0,354,6,3,334,1,24,1,53,19,523,0,116,353,67,7.8059701492537314,28,23,1,1,14,0,2,0,5,1,5,2,7,7,1.0,9.571428571428571,74.71428571428571,9.571428571428571,5,0,0,19,1,1,45,1,1,1,0.05688622754491018,9.789473684210527,0.0019120458891013384,0.3231357552581262,50,50,3.38
0,2,101,0,0,0,0,1004,13,2,934,6,34,19,200,51,1312,0,108,985,220,5.963636363636364,61,87,3,9,19,0,3,1,0,0,6,4,10,9,1.1111111111111112,24.444444444444443,145.77777777777777,22.0,9,0,0,31,10,1,168,11,0,8,0.05460385438972163,17.105263157894736,0.014481707317073171,0.2347560975609756,3,46,7.478260869565218
0,0,30,0,0,0,0,384,0,3,363,3,17,0,124,21,573,0,65,384,81,7.074074074074074,24,28,4,6,16,0,0,0,0,0,3,2,9,3,3.0,27.0,191.0,9.0,6,0,0,19,3,0,50,3,0,2,0.05785123966942149,10.842105263157896,0.0,0.3298429319371728,52,41,5.414634146341463
0,0,36,0,0,0,0,526,27,2,485,3,29,22,139,19,768,0,103,504,127,6.047244094488189,33,57,2,2,18,0,1,0,0,0,7,2,6,6,1.0,21.166666666666668,128.0,21.166666666666668,3,1,2,17,2,6,71,1,1,15,0.03917525773195876,13.631578947368421,0.028645833333333332,0.3151041666666667,10,41,6.7073170731707314
0,0,17,0,0,0,0,278,4,2,268,1,16,0,50,10,389,0,61,278,58,6.706896551724138,20,22,3,0,12,0,1,0,0,0,4,2,4,4,1.0,14.5,97.25,14.5,3,0,1,9,0,0,31,1,0,4,0.03731343283582089,6.7368421052631575,0.0,0.2853470437017995,3,41,3.51219512195122
0,0,89,0,0,0,0,1197,45,2,1087,3,79,70,973,40,2598,4,424,1127,381,6.818897637795276,86,212,6,23,18,24,3,0,1,0,10,35,13,14,0.9285714285714286,27.214285714285715,185.57142857142858,29.307692307692307,3,6,1,23,10,5,181,15,3,74,0.03679852805887764,74.63157894736842,0.026943802925327175,0.5392609699769053,40,41,34.97560975609756
0,0,43,0,0,0,0,704,23,2,646,4,39,10,163,48,1006,0,139,694,133,7.56390977443609,43,41,5,7,27,0,0,0,0,0,12,4,10,7,1.4285714285714286,19.0,143.71428571428572,13.3,7,0,0,38,6,2,78,4,0,2,0.07430340557275542,16.789473684210527,0.009940357852882704,0.30019880715705766,52,41,8.170731707317074
0,0,47,0,0,0,0,544,15,3,499,4,25,2,97,43,713,0,72,542,112,6.366071428571429,42,43,7,5,13,0,1,0,0,0,3,4,8,7,1.1428571428571428,16.0,101.85714285714286,14.0,7,0,0,27,5,0,81,4,0,0,0.08617234468937876,9.789473684210527,0.002805049088359046,0.2370266479663394,3,41,4.926829268292683
0,0,46,0,0,0,0,567,16,3,518,3,28,8,109,41,762,0,86,559,122,6.245901639344262,36,53,4,5,15,0,0,0,0,0,6,4,6,7,0.8571428571428571,17.428571428571427,108.85714285714286,20.333333333333332,6,0,0,26,4,0,86,4,0,7,0.07915057915057915,11.157894736842106,0.010498687664041995,0.2559055118110236,3,42,5.428571428571429
0,1,49,0,0,0,0,625,18,2,598,1,34,3,148,24,892,0,119,622,155,5.754838709677419,44,69,2,8,18,0,1,0,0,0,7,2,8,5,1.6,31.0,178.4,19.375,5,1,1,23,1,2,90,3,1,25,0.04013377926421405,14.947368421052632,0.0033632286995515697,0.29932735426008966,7,41,7.317073170731707
0,0,50,0,0,0,0,573,10,3,509,3,22,32,121,32,768,0,74,541,133,5.774436090225564,32,62,1,9,16,0,0,0,0,0,6,2,9,5,1.8,26.6,153.6,14.777777777777779,9,0,0,24,7,1,95,7,0,4,0.06286836935166994,11.157894736842106,0.041666666666666664,0.25390625,3,41,5.560975609756097
