Class,Year,Month,Day,Hour,Minute,Second,From Google?,From AOL?,From Gov?,From MIL?,From Yahoo,From example?,To hotmail?,To aol?,To MSN?,To localhost?,To yahoo?,To example?,To google?,To gov?,To mil?,Count of TO Mails,Reply to Google,Reply to Hotmail,Reply to MIL,Reply to Yahoo,Reply to AOL,Reply to Gov,X-Mailman Server,Is Text?,Is Multipart/Mixed?,Is Multipart/Alternative?
Ham,2002,10,8,8,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,0,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,0,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,0,28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,0,29,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,8,1,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,11,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,10,8,11,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,10,8,3,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,12,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,11,42,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,12,3,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,10,8,12,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,12,12,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,12,14,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,12,15,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,4,16,52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,10,8,12,17,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,12,18,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,13,28,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,13,30,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,13,32,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Internet Mail Service (5.5.2654.52),1,0,0
Ham,2002,10,8,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Mozilla 4.79 [en] (X11; U; IRIX 6.5 IP32),1,0,0
Ham,2002,10,8,14,20,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,10,8,9,21,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,10,8,9,24,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,,1,0,0
Ham,2002,10,8,14,27,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,14,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Ximian Evolution 1.0.8,1,0,0
Ham,2002,8,27,18,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,,1,0,0
Ham,2002,8,27,18,13,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,8,27,14,42,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express 5.00.2919.6600,1,0,0
Ham,2002,8,27,23,38,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,8,27,23,57,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2910.0)",1,0,0
Ham,2002,8,28,8,59,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,8,28,9,2,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,8,28,9,17,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,NetJunction (NetJunction 5.1.1-p2)/MIME,1,0,0
Ham,2002,8,28,9,24,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,8,28,9,28,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,8,28,9,31,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,8,28,9,33,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,8,28,9,33,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,8,28,9,39,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,8,28,8,45,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Yahoo Groups Message Poster,1,0,0
Ham,2002,8,28,9,51,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,8,28,10,14,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,8,28,10,14,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,,1,0,0
Ham,2002,8,28,10,42,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,8,28,6,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,8,27,13,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,13,50,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,8,27,13,30,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,15,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,8,27,14,14,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Microsoft Outlook, Build 10.0.2627",1,0,0
Ham,2002,8,27,18,29,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,8,27,18,18,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,18,42,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,8,27,17,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Internet Mail Service (5.5.2650.21),1,0,0
Ham,2002,8,27,17,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,8,28,7,22,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,11,15,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Mozilla 4.73 [en] (Win95; I),1,0,0
Ham,2002,8,28,11,15,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Mozilla 4.73 [en] (Win95; I),1,0,0
Ham,2002,8,28,11,22,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,8,28,11,24,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,8,27,19,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2910.0)",1,0,0
Ham,2002,8,27,12,31,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,19,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,21,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,VM 7.07 under Emacs 21.2.1,1,0,0
Ham,2002,8,27,20,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,21,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,21,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,8,27,21,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"Microsoft Outlook, Build 10.0.2627",1,0,0
Ham,2002,8,27,22,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,8,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,9,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2654.52),1,0,0
Ham,2002,8,28,9,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,9,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,8,28,9,56,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,8,28,9,59,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,8,28,9,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,10,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Microsoft Outlook Express 5.50.4522.1200,1,0,0
Ham,2002,8,28,11,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,10,20,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,10,14,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,10,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,10,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,28,10,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,0,42,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,Sylpheed version 0.8.1claws (GTK+ 1.2.10; i386-redhat-linux),1,0,0
Ham,2002,8,28,3,28,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,"AngleMail for phpGroupWare (http://www.phpgroupware.org) v
    0.9.14.000",1,0,0
Ham,2002,8,28,11,21,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,8,28,11,29,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,8,28,17,44,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,20,42,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,8,28,8,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,12,3,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,8,28,11,20,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Yahoo Groups Message Poster,1,0,0
Ham,2002,8,28,13,1,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,8,28,13,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,8,28,13,32,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,8,28,14,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,13,47,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,8,28,13,50,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,8,28,13,55,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,8,28,13,54,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,8,28,13,52,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2655.55),1,0,0
Ham,2002,8,28,14,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2910.0)",1,0,0
Ham,2002,8,28,14,14,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,9,5,16,50,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,9,6,11,21,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,9,5,16,57,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,,1,0,0
Ham,2002,9,5,22,54,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,9,5,22,31,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express 5.00.2615.200,1,0,0
Ham,2002,9,6,11,30,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,9,6,11,25,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,9,6,11,38,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,9,6,11,32,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Pegasus Mail for Windows (v4.01),1,0,0
Ham,2002,9,6,9,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,9,5,19,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,1,0,0
Ham,2002,9,6,1,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,5,23,53,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,9,5,17,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,1,0,0
Ham,2002,9,5,15,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MIME-tools 5.41 (Entity 5.404),1,0,0
Ham,2002,9,6,0,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,9,6,11,24,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,5,22,22,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,10,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,10,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,The Bat! (v1.61) Personal,1,0,0
Ham,2002,10,8,15,25,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,15,26,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,16,47,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,13,53,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,10,8,18,18,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,19,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,10,8,11,51,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,17,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Microsoft Outlook, Build 10.0.2627",1,0,0
Ham,2002,10,8,19,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,10,8,18,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,10,9,10,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,17,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.3 (1.0.3-4),1,0,0
Ham,2002,10,8,18,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Mozilla 4.78 [en] (Win98; U),1,0,0
Ham,2002,10,8,17,30,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,23,51,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,12,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,10,9,10,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,10,8,15,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,12,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mozilla 4.79 [en] (X11; U; Linux 2.4.19 i686),1,0,0
Ham,2002,10,10,4,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Mulberry/2.2.1 (Linux/x86),1,0,0
Ham,2002,10,8,22,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,23,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,13,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mozilla 4.79 [en] (X11; U; Linux 2.4.19 i686),1,0,0
Ham,2002,10,9,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,15,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.8 (1.0.8-10),1,0,0
Ham,2002,10,8,20,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,10,8,23,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.8 (1.0.8-10),1,0,0
Ham,2002,10,8,23,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.8 (1.0.8-10),1,0,0
Ham,2002,10,8,23,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.8 (1.0.8-10),1,0,0
Ham,2002,10,9,8,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed,1,0,0
Ham,2002,10,8,23,41,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mozilla 4.79 [en] (X11; U; Linux 2.4.19 i686),1,0,0
Ham,2002,10,9,8,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed version 0.8.3claws (GTK+ 1.2.10; i386-redhat-linux),1,0,0
Ham,2002,10,9,8,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed,1,0,0
Ham,2002,10,9,10,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed version 0.8.3claws (GTK+ 1.2.10; i386-redhat-linux),1,0,0
Ham,2002,10,9,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed version 0.8.3claws (GTK+ 1.2.10; i386-redhat-linux),1,0,0
